Région,Ville,Nom du maire,Date de prise de fonction,URL,Téléphone,Email,Adresse Mairie
Bourgogne Franche Comté,Abergement-la-Ronce (39500),Mme Joëlle LEPETZ,03/07/2020,https://www.mon-maire.fr/maire-de-abergement-la-ronce-39,3 84 71 40 19,mairie@abergement-la-ronce.fr,Mairie de Abergement-la-Ronce 1 rue de Samerey 39500 Abergement-la-Ronce
Bourgogne Franche Comté,Abergement-le-Grand (39600),M. Jean-Baptiste BAUD,03/07/2020,https://www.mon-maire.fr/maire-de-abergement-le-grand-39,3 84 73 90 25,mairie.abergementlegrand@wanadoo.fr,Mairie de Abergement-le-Grand 1 Route de Salins 39600 Abergement-le-Grand
Bourgogne Franche Comté,Abergement-le-Petit (39800),M. André VIONNET,26/05/2020,https://www.mon-maire.fr/maire-de-abergement-le-petit-39,3 84 37 39 10,mairie.petit.abergement.39@wanadoo.fr,"Mairie de Abergement-le-Petit 1, rue de la République 39800 Abergement-le-Petit"
Bourgogne Franche Comté,Abergement-lès-Thésy (39110),M. Rémy Marie Pierre VIENNET,28/05/2020,https://www.mon-maire.fr/maire-de-abergement-les-thesy-39,3 84 73 50 13,mairie.abergementlesthesy@wanadoo.fr,Mairie de Abergement-lès-Thésy Rue de la Mairie 39110 Abergement-lès-Thésy
Bourgogne Franche Comté,Aboncourt-Gesincourt (70500),Mme Sophie LARUE BOLIS,03/07/2020,https://www.mon-maire.fr/maire-de-aboncourt-gesincourt-70,3 84 68 72 13,mairie.aboncourt.gesincourt@orange.fr,Mairie de Aboncourt-Gesincourt 1 place de la Mairie 70500 Aboncourt-Gesincourt
Bourgogne Franche Comté,Avot (21580),M. Bernard GUILLEMOT,25/05/2020,https://www.mon-maire.fr/maire-de-avot-21,3 80 75 62 98,mairie.avot@wanadoo.fr,Mairie de Avot 4 rue de Travot 21580 Avot
Bourgogne Franche Comté,Avoudrey (25690),M. Gilbert DISTEL,01/06/2020,https://www.mon-maire.fr/maire-de-avoudrey-25,3 81 43 22 83,mairie.avoudrey@wanadoo.fr,Mairie de Avoudrey 17 Grande rue 25690 Avoudrey
Bourgogne Franche Comté,Avrée (58170),M. Georges CHATEAU,25/05/2020,https://www.mon-maire.fr/maire-de-avree-58,3 86 30 93 99,mairieavree@wanadoo.fr,Mairie de Avrée Le Bourg 58170 Avrée
Bourgogne Franche Comté,Avrigney-Virey (70150),M. Gérard CREUX,25/05/2020,https://www.mon-maire.fr/maire-de-avrigney-virey-70,3 84 31 71 06,mairie.avrigney.virey@wanadoo.fr,Mairie de Avrigney-Virey 8 rue de la Planchotte 70150 Avrigney-Virey
Bourgogne Franche Comté,Avril-sur-Loire (58300),Mme Elisabeth ESCURAT,28/05/2020,https://www.mon-maire.fr/maire-de-avril-sur-loire-58,3 86 25 00 23,mairie-davril-sur-loire@wanadoo.fr,Mairie de Avril-sur-Loire 7 place de la Mairie 58300 Avril-sur-Loire
Bourgogne Franche Comté,Azé (71260),M. Patrick MONIN,28/05/2020,https://www.mon-maire.fr/maire-de-aze-71,3 85 33 33 23,aze-bourgogne@wanadoo.fr,Mairie de Azé Le Bourg 71260 Azé
Bourgogne Franche Comté,Azy-le-Vif (58240),M. Didier RENARD,25/05/2020,https://www.mon-maire.fr/maire-de-azy-le-vif-58,3 86 37 41 58,mairie.azylevif@orange.fr,Mairie de Azy-le-Vif Le Bourg 5 route de Chantenay 58240 Azy-le-Vif
Bourgogne Franche Comté,Badevel (25490),M. Samuel GOMES,26/05/2020,https://www.mon-maire.fr/maire-de-badevel-25,3 81 93 08 06,commune.badevel@wanadoo.fr,Mairie de Badevel 16 Grande rue 25490 Badevel
Bourgogne Franche Comté,Bagneaux (89190),M. William GEORGES,18/05/2020,https://www.mon-maire.fr/maire-de-bagneaux-89,3 86 86 76 61,mairie-bagneaux@wanadoo.fr,Mairie de Bagneaux 1 rue de la Mairie 89190 Bagneaux
Bourgogne Franche Comté,Bagnot (21700),Mme Mary-Claude THURILLAT,24/05/2020,https://www.mon-maire.fr/maire-de-bagnot-21,3 80 26 90 07,mairiebagnot@wanadoo.fr,Mairie de Bagnot 1 route de Nuits-Saint-Georges 21700 Bagnot
Bourgogne Franche Comté,Bonnevaux (25560),Mme Monique BRULPORT,25/05/2020,https://www.mon-maire.fr/maire-de-bonnevaux-25,3 81 89 73 27,mairie.bonnevaux25@wanadoo.fr,Mairie de Bonnevaux 4 rue de l'Église 25560 Bonnevaux
Bourgogne Franche Comté,Bonnevent-Velloreille (70700),Mme Josiane CARDINAL,26/05/2020,https://www.mon-maire.fr/maire-de-bonnevent-velloreille-70,3 84 32 44 29,bonnevent.vell@wanadoo.fr,Mairie de Bonnevent-Velloreille 21 rue Principale 70700 Bonnevent-Velloreille
Bourgogne Franche Comté,Borey (70110),M. Luc GONDELBERG,23/05/2020,https://www.mon-maire.fr/maire-de-borey-70,3 84 78 72 42,mairie.borey@wanadoo.fr,Mairie de Borey 1 rue Saint-Martin 70110 Borey
Bourgogne Franche Comté,Bornay (39570),M. Patrick TARTAVEZ,26/05/2020,https://www.mon-maire.fr/maire-de-bornay-39,3 84 44 22 09,mairiedebornay@orange.fr,Mairie de Bornay 174 rue Saint-Néron 39570 Bornay
Bourgogne Franche Comté,Boron (90100),M. Dominique TRELA,23/05/2020,https://www.mon-maire.fr/maire-de-boron-90,3 84 23 30 96,mairie.boron@wanadoo.fr,Mairie de Boron 9 rue de la Libération 90100 Boron
Bourgogne Franche Comté,Bosjean (71330),Mme Françoise JACQUARD,25/05/2020,https://www.mon-maire.fr/maire-de-bosjean-71,3 85 74 74 17,mairie.bosjean@wanadoo.fr,Mairie de Bosjean 1 Le Bourg 71330 Bosjean
Bourgogne Franche Comté,Botans (90400),Mme Marie-Laure FRIEZ,23/05/2020,https://www.mon-maire.fr/maire-de-botans-90,3 84 21 54 12,secretariat@mairie-botans.com,Mairie de Botans 4 Grande rue 90400 Botans
Bourgogne Franche Comté,Bouclans (25360),M. Martial HIRTZEL,01/06/2020,https://www.mon-maire.fr/maire-de-bouclans-25,3 81 60 12 35,mairie.vauchamps@wanadoo.fr,Mairie de Bouclans Vauchamps 1 rue du Cornet 25360 Bouclans
Bourgogne Franche Comté,Boudreville (21520),M. Marcel KLINKERT,23/05/2020,https://www.mon-maire.fr/maire-de-boudreville-21,3 80 93 55 04,mairie.boudreville@orange.fr,Mairie de Boudreville 1 Grande rue 21520 Boudreville
Bourgogne Franche Comté,Bougey (70500),M. Michel BILLY,01/07/2020,https://www.mon-maire.fr/maire-de-bougey-70,3 84 92 25 03,bougey@orange.fr,Mairie de Bougey 8 Grande rue 70500 Bougey
Bourgogne Franche Comté,Chamesey (25380),M. Johann DEVAUX,02/06/2020,https://www.mon-maire.fr/maire-de-chamesey-25,3 81 44 32 34,mairie.chamesey@wanadoo.fr,Mairie de Chamesey 5 rue des Tilleuls 25380 Chamesey
Bourgogne Franche Comté,Chamesol (25190),M. Emmanuel SAULNIER,01/06/2020,https://www.mon-maire.fr/maire-de-chamesol-25,3 81 92 50 50,mairie.chamesol@wanadoo.fr,Mairie de Chamesol 7 rue de l'Église 25190 Chamesol
Bourgogne Franche Comté,Chamesson (21400),M. François RIOTTE,23/05/2020,https://www.mon-maire.fr/maire-de-chamesson-21,9 60 44 27 78,mairie.chamesson@wanadoo.fr,Mairie de Chamesson 1 place Edmond-Tridon 21400 Chamesson
Bourgogne Franche Comté,Chamilly (71510),M. Bernard NIQUET,26/05/2020,https://www.mon-maire.fr/maire-de-chamilly-71,3 85 87 25 33,mairie.chamilly@orange.fr,Mairie de Chamilly 31 Grande rue 71510 Chamilly
Bourgogne Franche Comté,Chamole (39800),M. Denis DELBROUCQ,23/05/2020,https://www.mon-maire.fr/maire-de-chamole-39,3 84 37 39 89,mairie-de-chamole@wanadoo.fr,Mairie de Chamole 70 Grande rue 39800 Chamole
Bourgogne Franche Comté,Chamoux (89660),M. Roger HUARD,29/06/2020,https://www.mon-maire.fr/maire-de-chamoux-89,3 86 33 31 47,chamoux.mairie@wanadoo.fr,Mairie de Chamoux 4 place Gabereau 89660 Chamoux
Bourgogne Franche Comté,Champ-d'Oiseau (21500),M. Noël MAGNON,23/05/2020,https://www.mon-maire.fr/maire-de-champ-doiseau-21,3 80 92 36 27,mairie.champdoiseau@nordnet.fr,Mairie de Champ-d'Oiseau Rue Amont 21500 Champ-d'Oiseau
Bourgogne Franche Comté,Champagnat (71480),M. Daniel PUTIN,25/05/2020,https://www.mon-maire.fr/maire-de-champagnat-71,3 85 72 70 52,mairie.champagnat@wanadoo.fr,Mairie de Champagnat 10 place de la Mairie 71480 Champagnat
Bourgogne Franche Comté,Champagne-sur-Loue (39600),Mme Marie-Christine PAILLOT,26/05/2020,https://www.mon-maire.fr/maire-de-champagne-sur-loue-39,3 84 37 69 12,mairie.champagnesurloue@valdamour.com,Mairie de Champagne-sur-Loue 18 rue du Pavé 39600 Champagne-sur-Loue
Bourgogne Franche Comté,Champagne-sur-Vingeanne (21310),M. Michel DE FROISSARD DE BROISSIA,25/05/2020,https://www.mon-maire.fr/maire-de-champagne-sur-vingeanne-21,3 80 47 71 64,mairie.champagne-ving@wanadoo.fr,Mairie de Champagne-sur-Vingeanne 6 rue Haute 21310 Champagne-sur-Vingeanne
Bourgogne Franche Comté,Chevannay (21540),M. Paul LACHOT,23/05/2020,https://www.mon-maire.fr/maire-de-chevannay-21,3 80 35 85 96,mairie.chevannay@orange.fr,Mairie de Chevannay 4 rue du Paradis 21540 Chevannay
Bourgogne Franche Comté,Chevannes (21220),M. Gérard FRICOT,03/07/2020,https://www.mon-maire.fr/maire-de-chevannes-21,3 80 61 40 86,chevannes.mairie@wanadoo.fr,Mairie de Chevannes 2 rue de l'Église 21220 Chevannes
Bourgogne Franche Comté,Chevannes (89240),M. Dominique CHAMBENOIT,18/05/2020,https://www.mon-maire.fr/maire-de-chevannes-89,3 86 41 24 98,mairie.chevannes@gmail.com,Mairie de Chevannes 1 place de la Mairie 89240 Chevannes
Bourgogne Franche Comté,Chevannes-Changy (58420),Mme Michèle LELONG,28/06/2020,https://www.mon-maire.fr/maire-de-chevannes-changy-58,3 86 29 67 12,mairie.chevannes-changy@laposte.net,Mairie de Chevannes-Changy Place de l'Église 58420 Chevannes-Changy
Bourgogne Franche Comté,Chevenon (58160),M. Emmanuel LOCTIN,24/05/2020,https://www.mon-maire.fr/maire-de-chevenon-58,3 86 68 72 75,mairie.chevenon@wanadoo.fr,Mairie de Chevenon 3 rue des Écoles 58160 Chevenon
Bourgogne Franche Comté,Chevigney (70140),M. Régis BRESSAND,23/05/2020,https://www.mon-maire.fr/maire-de-chevigney-70,3 84 31 55 23,mairie.chevigney@orange.fr,Mairie de Chevigney Rue Haute 70140 Chevigney
Bourgogne Franche Comté,Chevigney-lès-Vercel (25530),Mme Marine PUNKOW,01/06/2020,https://www.mon-maire.fr/maire-de-chevigney-les-vercel-25,3 81 26 06 98,chevigneylesvercel@orange.fr,Mairie de Chevigney-lès-Vercel 2 place de l'Église 25530 Chevigney-lès-Vercel
Bourgogne Franche Comté,Chevigney-sur-l'Ognon (25170),M. Fabrice BIGOT,03/07/2020,https://www.mon-maire.fr/maire-de-chevigney-sur-lognon-25,3 81 58 10 02,mairie.chevigneysurlognon@wanadoo.fr,Mairie de Chevigney-sur-l'Ognon 11 Grande rue 25170 Chevigney-sur-l'Ognon
Bourgogne Franche Comté,Chevigny (39290),M. Jean Luc BONIN,25/05/2020,https://www.mon-maire.fr/maire-de-chevigny-39,3 84 70 31 79,mairiechevigny@wanadoo.fr,Mairie de Chevigny 1 place Principale 39290 Chevigny
Bourgogne Franche Comté,Chevigny-en-Valière (21200),M. Jean Claude BROUSSE,26/05/2020,https://www.mon-maire.fr/maire-de-chevigny-en-valiere-21,3 80 26 69 87,mairie.chevignyenvaliere@wanadoo.fr,Mairie de Chevigny-en-Valière 8 place Salomon 21200 Chevigny-en-Valière
Bourgogne Franche Comté,Crouzet-Migette (25270),M. Michel DEBRAY,01/06/2020,https://www.mon-maire.fr/maire-de-crouzet-migette-25,3 81 49 61 14,mairiecrouzetmigette@orange.fr,Mairie de Crouzet-Migette Place du Niaud 25270 Crouzet-Migette
Bourgogne Franche Comté,Crugey (21360),M. Guy DUPUIS,03/07/2020,https://www.mon-maire.fr/maire-de-crugey-21,3 80 33 04 04,mairie-de-crugey@wanadoo.fr,Mairie de Crugey 1 bis route de Thorey 21360 Crugey
Bourgogne Franche Comté,Crux-la-Ville (58330),M. Jean-Marie GATIGNOL,23/05/2020,https://www.mon-maire.fr/maire-de-crux-la-ville-58,3 86 58 35 65,mairie.cruxlaville@wanadoo.fr,Mairie de Crux-la-Ville 4 rue du Docteur-Léveillé 58330 Crux-la-Ville
Bourgogne Franche Comté,Cruzille (71260),M. Gilles CHARPY-PUGET,23/05/2020,https://www.mon-maire.fr/maire-de-cruzille-71,3 85 33 25 92,mairie.cruzille@wanadoo.fr,Mairie de Cruzille Place des Tilleuls 71260 Cruzille
Bourgogne Franche Comté,Cruzy-le-Châtel (89740),M. Thierry DURAND,29/06/2020,https://www.mon-maire.fr/maire-de-cruzy-le-chatel-89,3 86 75 23 83,mairie-cruzy-le-chatel@wanadoo.fr,Mairie de Cruzy-le-Châtel 1 rue des Tilleuls 89740 Cruzy-le-Châtel
Bourgogne Franche Comté,Cry (89390),M. José DE PINHO,18/05/2020,https://www.mon-maire.fr/maire-de-cry-89,3 86 55 73 94,mairie-cry.armancon@wanadoo.fr,Mairie de Cry 2 ruelle Caverot 89390 Cry
Bourgogne Franche Comté,Cubrial (25680),M. Christophe CATALA,23/05/2020,https://www.mon-maire.fr/maire-de-cubrial-25,3 81 86 96 91,,Mairie de Cubrial Route Cuse 25680 Cubrial
Bourgogne Franche Comté,Cubry (25680),M. Nicolas GRUNEISEN,01/06/2020,https://www.mon-maire.fr/maire-de-cubry-25,3 81 86 92 90,n.gruneisen@orange.fr,Mairie de Cubry 13 rue du Château 25680 Cubry
Bourgogne Franche Comté,Cubry-lès-Faverney (70160),M. Christian BARDIN,05/07/2020,https://www.mon-maire.fr/maire-de-cubry-les-faverney-70,3 84 91 20 52,mairie.cubrylesfaverney@wanadoo.fr,Mairie de Cubry-lès-Faverney 2 chemin des Étangs 70160 Cubry-lès-Faverney
Bourgogne Franche Comté,Cudot (89116),M. Gérard VERGNAUD,18/05/2020,https://www.mon-maire.fr/maire-de-cudot-89,3 86 63 94 43,mairie.cudot@orange.fr,Mairie de Cudot Rue du Château 89116 Cudot
Bourgogne Franche Comté,Esmoulins (70100),M. Didier CHEMINOT,28/05/2020,https://www.mon-maire.fr/maire-de-esmoulins-70,3 84 67 43 72,mairie.esmoulins@wanadoo.fr,Mairie de Esmoulins Rue de la Mairie 70100 Esmoulins
Bourgogne Franche Comté,Esnans (25110),Mme Joëlle MAJ,01/06/2020,https://www.mon-maire.fr/maire-de-esnans-25,3 81 84 38 94,bruno.maj@wanadoo.fr,Mairie de Esnans 1 impasse des Tilleuls 25110 Esnans
Bourgogne Franche Comté,Esnon (89210),M. Emmanuel MATIVET,18/05/2020,https://www.mon-maire.fr/maire-de-esnon-89,3 86 56 14 83,mairieesnon@wanadoo.fr,Mairie de Esnon Impasse de l'Église 89210 Esnon
Bourgogne Franche Comté,Esprels (70110),M. Michel RICHARD,27/05/2020,https://www.mon-maire.fr/maire-de-esprels-70,3 84 20 51 89,info@mairie-esprels.fr,Mairie de Esprels 3 place de la Mairie 70110 Esprels
Bourgogne Franche Comté,Essarois (21290),M. André LIPPIELLO,23/05/2020,https://www.mon-maire.fr/maire-de-essarois-21,3 80 81 05 93,commune-d-essarois@orange.fr,Mairie de Essarois Place de la Mairie 21290 Essarois
Bourgogne Franche Comté,Essert (90850),M. Frédéric VADOT,28/05/2020,https://www.mon-maire.fr/maire-de-essert-90,3 84 21 33 20,mairie@essert.fr,Mairie de Essert Place de la Mairie 90850 Essert
Bourgogne Franche Comté,Essertenne (71510),M. Marc MAILLIOT,25/05/2020,https://www.mon-maire.fr/maire-de-essertenne-71,3 85 45 61 16,mairie.essertenne@wanadoo.fr,Mairie de Essertenne 2 rue des Champs 71510 Essertenne
Bourgogne Franche Comté,Essertenne-et-Cecey (70100),M. Jean-Marc PAGEAUX,24/05/2020,https://www.mon-maire.fr/maire-de-essertenne-et-cecey-70,3 84 67 44 30,commune.essertenne@wanadoo.fr,Mairie de Essertenne-et-Cecey 1 place de la Mairie 70100 Essertenne-et-Cecey
Bourgogne Franche Comté,Esserval-Tartre (39250),M. Jean-Noël FERREUX,26/05/2020,https://www.mon-maire.fr/maire-de-esserval-tartre-39,3 84 51 32 62,mairie.esservaltartre@wanadoo.fr,Mairie de Esserval-Tartre 13 Grande rue 39250 Esserval-Tartre
Bourgogne Franche Comté,Essey (21320),Mme Monique CASAMAYOR,23/05/2020,https://www.mon-maire.fr/maire-de-essey-21,3 80 84 12 78,essey.commune@orange.fr,Mairie de Essey 1 place de la Mairie 21320 Essey
Bourgogne Franche Comté,Gellin (25240),Mme Jeannine ROBBE,01/06/2020,https://www.mon-maire.fr/maire-de-gellin-25,3 81 69 28 92,mairie.gellin@wanadoo.fr,Mairie de Gellin 3 chemin Louis-Pergaud 25240 Gellin
Bourgogne Franche Comté,Gemeaux (21120),M. Steve RENAUD,03/07/2020,https://www.mon-maire.fr/maire-de-gemeaux-21,3 80 95 07 19,mairie@gemeaux.org,Mairie de Gemeaux Place des Halles 21120 Gemeaux
Bourgogne Franche Comté,Gémonval (25250),M. Fabrice VRILLACQ,01/06/2020,https://www.mon-maire.fr/maire-de-gemonval-25,3 81 93 95 52,,Mairie de Gémonval 3 rue Principale 25250 Gémonval
Bourgogne Franche Comté,Genay (21140),M. Jean-Michel GARRAUT,26/05/2020,https://www.mon-maire.fr/maire-de-genay-21,3 80 97 25 47,genay.mairie@laposte.net,Mairie de Genay 5 rue d'Armançon 21140 Genay
Bourgogne Franche Comté,Gendrey (39350),Mme Axelle LEREU-LAVRY,23/05/2020,https://www.mon-maire.fr/maire-de-gendrey-39,3 84 81 02 21,mairie.gendrey@wanadoo.fr,Mairie de Gendrey 7 rue Richebourg 39350 Gendrey
Bourgogne Franche Comté,Génelard (71420),M. Jean-François JAUNET,25/05/2020,https://www.mon-maire.fr/maire-de-genelard-71,3 85 79 20 74,mairie.genelard@wanadoo.fr,Mairie de Génelard Place Auguste-Fournier 71420 Génelard
Bourgogne Franche Comté,Geneuille (25870),M. Patrick OUDOT,01/06/2020,https://www.mon-maire.fr/maire-de-geneuille-25,3 81 57 71 51,mairiedegeneuille@wanadoo.fr,Mairie de Geneuille 5 rue Lyautey 25870 Geneuille
Bourgogne Franche Comté,Genevreuille (70240),Mme Antoinette MARCHAL,23/05/2020,https://www.mon-maire.fr/maire-de-genevreuille-70,3 84 74 34 02,mairie.genevreuille@wanadoo.fr,Mairie de Genevreuille Rue de l'Église 70240 Genevreuille
Bourgogne Franche Comté,Genevrey (70240),M. Cyrille FROIDEVAUX,23/05/2020,https://www.mon-maire.fr/maire-de-genevrey-70,3 84 95 85 13,mairiegenevrey70@orange.fr,Mairie de Genevrey 9 rue de Lavau 70240 Genevrey
Bourgogne Franche Comté,Geney (25250),M. Georges CONTEJEAN,05/07/2020,https://www.mon-maire.fr/maire-de-geney-25,3 81 92 51 33,mairie.geney@orange.fr,Mairie de Geney 1 place de la Mairie 25250 Geney
Bourgogne Franche Comté,Jussy (89290),M. Patrick BARBOTIN,18/05/2020,https://www.mon-maire.fr/maire-de-jussy-89,3 86 53 33 78,mairie.jussy@wanadoo.fr,Mairie de Jussy Grande rue 89290 Jussy
Bourgogne Franche Comté,L'Abergement-de-Cuisery (71290),M. Thierry COLIN,23/05/2020,https://www.mon-maire.fr/maire-de-labergement-de-cuisery-71,3 85 32 15 57,mairie.abergementdecuisery@wanadoo.fr,Mairie de L'Abergement-de-Cuisery 480 rue de l'Église 71290 L'Abergement-de-Cuisery
Bourgogne Franche Comté,L'Abergement-Sainte-Colombe (71370),M. Stéphane Luc VIVIER,25/05/2020,https://www.mon-maire.fr/maire-de-labergement-sainte-colombe-71,3 85 96 00 89,mairie.aberg.sc@wanadoo.fr,Mairie de L'Abergement-Sainte-Colombe Place Steeve-et-Christophe-Guénot 71370 L'Abergement-Sainte-Colombe
Bourgogne Franche Comté,L'Écouvotte (25640),M. Pierre MAYOUD,01/06/2020,https://www.mon-maire.fr/maire-de-lecouvotte-25,3 81 63 20 78,mairie.ecouvotte@wanadoo.fr,Mairie de L'Écouvotte 7 rue de la Mairie 25640 L'Écouvotte
Bourgogne Franche Comté,L'Étang-Vergy (21220),M. Gilles MALSERT,23/05/2020,https://www.mon-maire.fr/maire-de-letang-vergy-21,3 80 61 43 03,mairie-etang-vergy@wanadoo.fr,Mairie de L'Étang-Vergy 30 rue de Beaune 21220 L'Étang-Vergy
Bourgogne Franche Comté,L'Étoile (39570),M. Thierry BAILLY,25/05/2020,https://www.mon-maire.fr/maire-de-letoile-39,3 84 47 32 85,etoile.mairie@wanadoo.fr,Mairie de L'Étoile 31 route de Ruffey 39570 L'Étoile
Bourgogne Franche Comté,L'Hôpital-du-Grosbois (25620),M. Jean-Claude GRENIER,01/06/2020,https://www.mon-maire.fr/maire-de-lhopital-du-grosbois-25,3 81 59 27 90,mairie.hopital-du-grosbois@wanadoo.fr,Mairie de L'Hôpital-du-Grosbois 4 rue de la Gare 25620 L'Hôpital-du-Grosbois
Bourgogne Franche Comté,L'Hôpital-le-Mercier (71600),M. Georges BORDAT,26/05/2020,https://www.mon-maire.fr/maire-de-lhopital-le-mercier-71,3 85 84 95 68,mairie.lhopital@orange.fr,Mairie de L'Hôpital-le-Mercier Le Bourg 71600 L'Hôpital-le-Mercier
Bourgogne Franche Comté,L'Hôpital-Saint-Lieffroy (25340),M. Yves BOILLOT,01/06/2020,https://www.mon-maire.fr/maire-de-lhopital-saint-lieffroy-25,3 81 93 08 61,mairie.l.hopital.st.lieffroy@orange.fr,Mairie de L'Hôpital-Saint-Lieffroy 8 rue Principale 25340 L'Hôpital-Saint-Lieffroy
Bourgogne Franche Comté,L'Isle-sur-le-Doubs (25250),M. Alain ROTH,01/06/2020,https://www.mon-maire.fr/maire-de-lisle-sur-le-doubs-25,3 81 99 37 80,mairie@islesurledoubs.fr,Mairie de L'Isle-sur-le-Doubs Place François-Mitterrand 25250 L'Isle-sur-le-Doubs
Bourgogne Franche Comté,Le Bizot (25210),Mme Marlène RENAUD,01/06/2020,https://www.mon-maire.fr/maire-de-le-bizot-25,3 81 43 82 61,mairie.lebizot@wanadoo.fr,Mairie de Le Bizot 1 rue Maurice-Vermot 25210 Le Bizot
Bourgogne Franche Comté,Le Breuil (71670),Mme Chantal CORDELIER,26/05/2020,https://www.mon-maire.fr/maire-de-le-breuil-71,3 85 55 28 78,mairie@lebreuilbourgogne.fr,Mairie de Le Breuil Place du 19-Mars-1962 71670 Le Breuil
Bourgogne Franche Comté,Le Chateley (39230),M. Michel LANIESSE,23/05/2020,https://www.mon-maire.fr/maire-de-le-chateley-39,3 84 37 58 84,mairie.lechateley@ozone.net,Mairie de Le Chateley 5 rue des Bordes 39230 Le Chateley
Bourgogne Franche Comté,Le Creusot (71200),M. David MARTI,27/05/2020,https://www.mon-maire.fr/maire-de-le-creusot-71,3 85 77 59 59,mairie.creusot@ville-lecreusot.fr,Mairie de Le Creusot Boulevard Henri-Paul-Schneider BP 91 71200 Le Creusot
Bourgogne Franche Comté,Le Crouzet (25240),M. Jerôme MAIROT,01/06/2020,https://www.mon-maire.fr/maire-de-le-crouzet-25,3 81 69 15 02,mairielecrouzet@orange.fr,Mairie de Le Crouzet 2 route des Champs-Cloisiers 25240 Le Crouzet
Bourgogne Franche Comté,Le Deschaux (39120),M. Patrik JACQUOT,25/05/2020,https://www.mon-maire.fr/maire-de-le-deschaux-39,3 84 71 51 51,ccjdledeschaux@wanadoo.fr,Mairie de Le Deschaux 34 route de Dole 39120 Le Deschaux
Bourgogne Franche Comté,Le Fay (71580),Mme Géraldine GILLES,23/05/2020,https://www.mon-maire.fr/maire-de-le-fay-71,3 85 74 11 31,lefay.mairie@wanadoo.fr,Mairie de Le Fay 268 le Bourg 71580 Le Fay
Bourgogne Franche Comté,Le Fête (21230),M. Jean DECOMBARD,23/05/2020,https://www.mon-maire.fr/maire-de-le-fete-21,3 80 64 16 58,jjdecombard@gmail.com,Mairie de Le Fête Le Bourg 21230 Le Fête
Bourgogne Franche Comté,Le Fied (39800),M. Michel Casimir Gaston FEVRE,25/05/2020,https://www.mon-maire.fr/maire-de-le-fied-39,3 84 85 32 76,mairie-le-fied@wanadoo.fr,Mairie de Le Fied 2 place de la Mairie 39800 Le Fied
Bourgogne Franche Comté,Le Frasnois (39130),M. Jean-Paul MAITRE,25/05/2020,https://www.mon-maire.fr/maire-de-le-frasnois-39,3 84 25 51 36,mairie.lefrasnois@orange.fr,Mairie de Le Frasnois 1 route des Lacs 39130 Le Frasnois
Bretagne,Acigné (35690),M. Olivier DEHAESE,25/05/2020,https://www.mon-maire.fr/maire-de-acigne-35,2 99 04 30 00,mairie@ville-acigne.fr,Mairie de Acigné Place de la Mairie 35690 Acigné
Bretagne,Allaire (56350),M. Jean-François MARY,26/05/2020,https://www.mon-maire.fr/maire-de-allaire-56,2 99 71 91 09,mairie@allaire.info,Mairie de Allaire Place de la Mairie 56350 Allaire
Bretagne,Allineuc (22460),M. Yohann HERVO,24/05/2020,https://www.mon-maire.fr/maire-de-allineuc-22,2 96 28 82 11,mairieallineuc@wanadoo.fr,Mairie de Allineuc 1 rue de la Mairie 22460 Allineuc
Bretagne,Amanlis (35150),M. Loïc GODET,29/05/2020,https://www.mon-maire.fr/maire-de-amanlis-35,2 99 44 44 98,secretariat@mairie-amanlis.fr,Mairie de Amanlis 1 place Centrale 35150 Amanlis
Bretagne,Ambon (56190),M. Noël PAUL,25/05/2020,https://www.mon-maire.fr/maire-de-ambon-56,2 97 41 12 06,mairie@ambon.fr,Mairie de Ambon Rue Pré-Demoiselle 56190 Ambon
Bretagne,Andel (22400),Mme Nicole POULAIN,25/05/2020,https://www.mon-maire.fr/maire-de-andel-22,2 96 31 10 04,mairie.andel@orange.fr,Mairie de Andel 7 rue Abbé-Hingant 22400 Andel
Bretagne,Andouillé-Neuville (35250),M. Emmanuel ELORÉ,23/05/2020,https://www.mon-maire.fr/maire-de-andouille-neuville-35,2 99 55 21 05,andouilleneuville@free.fr,Mairie de Andouillé-Neuville 1 place des Croisettes 35250 Andouillé-Neuville
Bretagne,Arbrissel (35130),M. Thomas BARDY,25/05/2020,https://www.mon-maire.fr/maire-de-arbrissel-35,2 99 96 22 45,mairiearbrissel@laposte.net,Mairie de Arbrissel 1 Pierre-et-Marie-Curie 35130 Arbrissel
Bretagne,Argentré-du-Plessis (35370),M. Jean-Noël BÉVIÈRE,06/07/2020,https://www.mon-maire.fr/maire-de-argentre-du-plessis-35,2 99 96 61 27,mairie@argentre-du-plessis.fr,Mairie de Argentré-du-Plessis 21 bis rue Alain-d'Argentré BP 37032 35370 Argentré-du-Plessis
Bretagne,Argol (29560),M. Henri LE PAPE,23/05/2020,https://www.mon-maire.fr/maire-de-argol-29,2 98 27 75 30,mairie@argol.fr,Mairie de Argol Place des Anciens-Combattants 29560 Argol
Bretagne,Eancé (35640),M. Raymond SOULAS,19/05/2020,https://www.mon-maire.fr/maire-de-eance-35,2 99 47 92 08,mairie.eance@wanadoo.fr,Mairie de Eancé 1 place de la Mairie 35640 Eancé
Bretagne,Edern (29510),M. Jean-Paul COZIEN,28/05/2020,https://www.mon-maire.fr/maire-de-edern-29,2 98 57 93 22,mairie.edern@wanadoo.fr,Mairie de Edern 1 route de Ty-Fléan 29510 Edern
